id,full_name,email,signup_date,salary,department,age,is_active
4ad4232f-7ddc-44d8-a99f-d2e089bcfd85,Alvin Molina,dweiss@hotmail.com,2025-10-27,61905, HR ,24,False
b5c00c27-cdae-4f7f-8de5-84f02f731fa2,Tara Howell,shannonthomas@yahoo.com,2022-09-12,77022,Marketing,51,True
cf809b22-a70e-4a71-924e-3a5882faa38e,Andrea Fernandez,ysantana@hotmail.com,2025-03-07,113259,Engineering,44,True
9ed7b6d8-0439-4cc7-a259-8507e4440002,Jeremy Bentley,obrown@yahoo.com,2021-03-15,107926,Engineering,70,True
fdf60c16-8b40-4c37-9f3f-07a59019491d,Deborah Singh,sarahhoffman@hotmail.com,2024-04-30,147342,Sales,29,True
64527ee4-54a6-4c6a-a75a-71799d05ff45,ERIC PAYNE,raymond84@yahoo.com,06/04/2021,141691, Marketing ,53,False
78bb762b-1959-4b0b-a3f1-d622222641cf,DAWN HILL,jessica15@hotmail.com,18-Jun-2021,41854, ,24,False
f3084906-cd09-45ac-8a0b-1464078155dc,Jennifer Burns,samuelbishop@gmail.com,2024-05-21,81115,HR,68,False
9aade699-74c1-4d14-9be7-dd81cb0343ff,brittany thompson,wallrandy@yahoo.com,10-Feb-2022,$140620, Engineering ,30,True
2b647aee-22fc-4644-8f81-0923d6254740,Mark Lamb,mary49@hotmail.com,2022-10-02,117558,Sales,20,True
184a9066-5dec-4af2-bb1f-bb87ac1a2bfa,Regina Downs,thomas85@gmail.com,2023-11-01,129466,Support,47,True
08628510-bfc7-45b2-97ec-4d7b5ef6e9b9,Taylor Wilson,nancy36@yahoo.com,2024-09-28,92943, Support ,27,False
1d499129-c6b6-4568-9ff7-5cbd8b76c102,Laura Carter,qgrant@hotmail.com,2025-03-23,46216,Sales,21,False
d781ad40-33b9-48dd-851e-1e98ed5c5614,Christopher Brock,webbchristian@gmail.com,2024-06-04,120733,Marketing,69,True
28005097-1791-482a-b5ae-ea8adda0be1b,Dennis Cummings,mwalker@gmail.com,2024-05-21,86433,,51,False
fa2f410b-07a3-4d2c-86b7-d1db9818e9eb,Lance Wilson,julia21@gmail.com,2024-03-12,,Engineering,47,True
35926df8-a8f1-427b-a9a1-9c29b7a8b641,James Palmer,mccormickelaine@hotmail.com,2021-08-22,64405,Support,48,True
9e71f902-f823-4c33-8c11-44d9c0dccd0a,Mallory Ross,eric86@yahoo.com,2024-11-26,85824,Support,26,False
c4fc16a8-3a63-4d95-9a29-95a51f2b3db3,Maria Gordon,hhuffman@hotmail.com,2025-12-15,125994,Sales,63,False
54ea784e-98cb-40cd-89f2-f648f69c7c0e,Regina Robinson,charlesvasquez@hotmail.com,2023-04-16,92135,Support,49,True
c7f0561d-695d-4f27-a71c-aad4e7f22797,SARAH ROBINSON,mark07@yahoo.com,2024/08/26,45197, HR ,25,True
9c87051a-427b-4f04-ba71-d730a3f94885,Claire Escobar,,2023-07-16,73561, HR ,26,False
28b8cdce-8aac-4873-8f67-0f9f2360d045,Eric Beck,mark62@yahoo.com,2024-07-07,36393,,23,False
7f56e91c-8ffa-4b75-a328-45987c97156d,Theodore Greene,lmahoney@yahoo.com,2022-08-30,138096,Engineering,60,True
78fbc282-6f24-4def-bf21-39e2f7be3972,Allison Phillips,ashley49@yahoo.com,2023-07-21,140036,Sales,38,False
fdf9560e-9c3a-4c00-8efa-ac9c37a8c451,Sarah Finley,stewartbenjamin@hotmail.com,2021-07-13,137724,HR,26,True
fbb9d7c3-ee48-4cc2-ba33-58b62bfaf002,Tabitha Sanders,zfox@gmail.com,2024-04-21,48562,Support,36,True
dba37774-6fd4-49d3-a8b5-8ad18fcdfe10,John Turner,,2022-04-08,37574,,24,True
b5c130be-73ff-4b6a-b2dd-457a94504af7,Nicole Warren,nlucas@hotmail.com,2024-02-13,67779,HR,46,False
4aff7fb2-d94a-44a7-a1cb-b9da71812aa5,Lisa Williams,etaylor@yahoo.com,2025-10-07,98203, Sales ,44,True
6c897954-ecc1-41f6-8a45-e5a355d78082,James Anthony,susan48@yahoo.com,2025-10-06,144250,Marketing,28,False
a3003d25-8ae4-4aa6-8b2d-668a8f742e33,David Hubbard,susanmay@gmail.com,2021-08-29,80657,Sales,20,True
01c099bc-c05a-4f22-9a00-4025a6a812aa,Wanda Christensen,hbarnes@hotmail.com,2021-05-24,90873,Support,32,False
aabe6040-86e3-480e-8bc8-afdc43415c44,MR. ERIC BAUER,david63@yahoo.com,2021-11-27,113564, HR ,54,True
4c346568-7c28-4e31-a73e-c19574e61c92,Ryan Gonzalez,,2023-01-25,39521,Engineering,32,False
16f229df-220f-4d51-a969-de222ca887a8,Michael Gardner,taylornoah@yahoo.com,2024-06-30,53546,Support,43,True
7b349fb4-a459-4f05-888d-4682d9c2b352,John Bell,robertbrown@hotmail.com,2025-06-29,35792,HR,48,False
a5988efd-ca55-4e98-bd79-d921590c0fe8,Mr. Jonathan Garza,ingramrebecca@yahoo.com,2023-05-20,55853,Support,62,True
f03d4352-b27b-4d9f-83a6-72c5361e2e70,miranda wade,xclark@gmail.com,27/02/2022,$120116, Marketing ,-5,True
56b64252-d816-4740-8aa7-5501b8b65991,Samantha Austin,heatherkaufman@yahoo.com,2021-05-08,103657,Marketing,46,False
16ba3206-4a63-485d-9a53-18d735dca45a,johnny burke,zhodges@yahoo.com,03/07/2022,$103954, HR ,41,True
dc2f7fd1-5479-49ef-acec-5cf9e6678775,Ronald Humphrey,ffreeman@hotmail.com,2022-08-06,143236,Support,55,False
3e465e58-b128-46e1-8523-a9f17e6700b8,Daniel Edwards,molinaholly@hotmail.com,2025-02-06,73851,Engineering,66,False
b3ad454d-397c-48dc-abb0-6f5a4c47e41c,Andrew Jensen Jr.,williamsamber@yahoo.com,2024-07-29,38610,Engineering,18,True
3ba12291-5b30-48fe-9ef0-afa9c20f85c0,Stephanie Daniels,kennedybarry@yahoo.com,2022-05-12,128472,Sales,70,True
dbd43fc6-f17e-4321-a47e-366f09204048,Rebecca Houston,christophernelson@hotmail.com,2022-05-06,69666,,61,True
e37c6436-b071-40f6-a1fe-bd15b6a08fc4,Jesse Lopez,kennethramirez@yahoo.com,2024-07-10,109857,Marketing,58,True
fbf599e1-874a-4501-88fe-50acc1ee3bee,Calvin Holt,anthonydavidson@yahoo.com,2023-07-09,55996,Marketing,42,False
e3bdffbe-b578-43dc-adb5-e8ce7abc36c1,Katie Stone,cheryl31@gmail.com,2025-06-22,64036,Engineering,52,True
c1ad5547-0d08-46ac-a207-b3be216d7be2,Crystal Hood DDS,rmack@yahoo.com,2025-02-02,68161,Sales,62,True
90fad283-38ef-4c0a-a802-26fde426bec0,Laura Savage PhD,andrestewart@gmail.com,2023-07-14,57306,Marketing,30,True
f1976497-0cfd-4c42-aafa-9b936a471529,cody clark,cwyatt@hotmail.com,2024/03/24,$53187, Marketing ,67,False
5963bd9d-a523-41f9-8359-468ddd11df1c,Jonathan Gibson,drew81@hotmail.com,2023-02-22,122468,Engineering,37,False
f19674d8-e0f6-49af-819b-aca9e17c2dcd,Travis Skinner,geraldserrano@yahoo.com,2025-12-06,93894,Engineering,38,False
b440c419-5b6a-4dc8-9246-0e1174993ae6,Linda Davis,zcooper@gmail.com,2024-03-19,115076,HR,29,True
31b7138e-f9b4-475d-8250-19fb05986e80,Stephanie Wood,graychelsea@hotmail.com,2022-05-22,127634,Engineering,66,True
b34d1129-198a-46ed-ada0-89681a7b103b,Kristin Garcia,pdavis@hotmail.com,2024-04-07,60480,Support,50,False
588ed2a2-441e-4f73-8f6b-ead19eb1a1b9,Sarah Webb,stephen63@hotmail.com,2025-12-15,90360,Support,46,False
385d4ae7-0cdb-4bf9-924f-af4ed4c9ff38,Taylor Goodman MD,sanchezgail@hotmail.com,2023-03-18,123649,Engineering,65,True
8086a974-efea-4812-80fb-d1f4d3350cc1,Julie Perez,knightrichard@yahoo.com,2022-04-25,93293,Engineering,39,True
c7eb2df2-9b80-41ad-89d7-c6b204349fdc,Dalton Anderson,christopherward@hotmail.com,2024-06-26,111075,Support,33,False
856c90e8-ed52-4689-8670-14dc64771144,Thomas Santana,jlee@yahoo.com,2025-12-06,73109,Marketing,22,True
f2a63be0-76b4-43dc-ad1a-40843a4f2b90,Douglas Middleton,arnoldgregory@yahoo.com,2021-02-20,60002,Marketing,68,False
ae9565be-84f3-4ee0-b065-f10e0dfafc01,Amber Patterson,,2022-05-09,67257,Marketing,57,True
b9a2cc04-c7b1-4aca-a69e-d55a85e0c0df,Amanda Ramirez,cbarnett@gmail.com,2024-07-08,118588,Marketing,58,True
a378d405-5c44-4485-8905-525982d67039,Jacqueline Noble,garciajeffrey@gmail.com,2024-07-04,141179,HR,40,True
0fd3fac9-1908-4e67-b267-402b02c7687f,Mike Reyes,foxdawn@yahoo.com,2025-04-01,97889,Marketing,39,False
598d2dd5-67ed-4afb-a0aa-9b13a030fdb0,Michelle Jones,tuckerdaniel@yahoo.com,2024-09-22,141557,Marketing,30,True
b37be1f8-c2b1-4a1b-bcfb-7e1d86c09015,Jeffrey Carter,nmurphy@yahoo.com,2025-08-12,127038,Support,28,True
fbb1b197-4c4f-4f3d-8d8a-8581b82ae8e6,Anthony Kim,teresacardenas@gmail.com,2022-09-09,65942,Support,51,False
71834c18-2bc4-4354-ba36-fc2d202a53ed,Susan Ramirez MD,karen31@gmail.com,2022-09-09,66472,HR,21,True
f5763f9c-1858-49e7-9acc-07741d064279,Carlos Watson,elizabeth98@gmail.com,2025-08-09,99670,Sales,50,True
91c2855a-ffd1-445a-832c-9776b7540cb2,Linda Smith,,2021-12-21,57602,Engineering,28,False
37d8986a-ae0a-45c3-a694-585298d95300,Erica Archer,farmerharold@hotmail.com,2022-02-15,119270,Engineering,64,False
08714c43-14e0-4a94-b151-b6dcfa59eebf,John Martin,ldrake@hotmail.com,2024-11-01,105879,Support,22,True
26646238-488e-4248-9021-7acd31bbb35f,Patricia Carter,lisajohnson@gmail.com,2021-07-21,113824, ,21,True
6d5758ee-e47f-4b40-8e35-4ecde017977a,brenda adams,nicholas28@yahoo.com,2022/06/07,$58070, Support ,-5,True
172ae69a-33a2-4ffa-b2b4-4b6c6a5e6371,Robert Mathews,john70@gmail.com,2022-03-12,35856,Support,34,True
72250d3c-69f8-4d9f-a179-922869681b2f,James Ward,everettanthony@hotmail.com,2023-11-20,142199,HR,50,True
81e076d4-a38f-4bc6-af94-37c7e1b8b32c,Laura Larsen,katherineyork@hotmail.com,2023-10-06,38802,HR,36,True
14dbeefd-ac67-4fc2-bd40-4cae952c5e01,Kirsten Myers,,2023-02-13,56476,HR,57,True
d4cf82a4-0db2-47db-985f-2ddff68c0d30,Kathryn Hopkins,fowleradriana@yahoo.com,2021-08-11,88283,Marketing,27,True
1156e270-5714-4399-94f5-87f7b4f037b2,Garrett Cunningham,cjohnson@hotmail.com,2024-05-03,58226,Engineering,49,False
fa5f8219-2c5b-4cba-87bc-2ee01f5ea949,Jennifer Fitzgerald,kennethjohnson@hotmail.com,2025-02-02,133932,,33,True
0687f51c-f918-4871-8e7b-bea52dc652ae,Michael Olson,bettyburgess@gmail.com,2026-01-27,71738,Marketing,20,False
08b7d322-823a-4277-a18b-18cc3fbfbdda,Anna Castillo,sierra69@gmail.com,2026-01-26,95954,HR,61,False
1225d98b-1b88-4101-b10d-50db1f0622ba,Amber Smith,goodmansusan@hotmail.com,2023-07-29,73489,HR,31,True
3dae2576-82f5-4b7a-9b47-f5cf114a347e,Brenda Porter,michaelhunter@yahoo.com,2022-01-26,111584,HR,26,True
7703f560-bef0-4963-95c7-64007e01c902,Victor Chapman,amyhouston@gmail.com,2021-03-17,113649,HR,39,True
3e81ca9d-da52-4076-9e51-d80b53eddcb9,Kelly Rodriguez,paulabrooks@yahoo.com,2026-01-23,52288,HR,28,False
c2104d41-5a98-4d1e-83e1-06fce70879a9,nathan price,craig62@gmail.com,12-Oct-2023,$47757, Sales ,52,False
6fea6617-7318-44a8-8248-e356c80f1b1e,Jennifer Williams,edwardhess@gmail.com,2022-10-01,149510,Marketing,29,False
836ee095-3649-4e4a-abf3-e0a5a026d948,Linda Fernandez,robertmiller@hotmail.com,2024-09-17,135678,Marketing,44,False
3883e603-d733-44b9-8de0-142876709b95,Anna Johnson,andersonalexandra@yahoo.com,2023-12-15,130193,Sales,20,True
e5df587d-f225-47b4-8f52-e912ee88e06b,Mike Hubbard,jamescarter@yahoo.com,2025-06-15,147837,HR,61,True
d48cabfb-b93d-45d2-9fd4-fa6de851eea0,Cassandra Ware,phillipsgregory@gmail.com,2025-04-21,133989,Engineering,59,True
159264e6-ea5a-45b7-96e6-0f4ca2e3f700,Todd Page,saralindsey@gmail.com,2023-08-06,105636,Engineering,43,True
33abedbb-5097-43af-b18e-ecd195b2e92e,Tamara Lane,joe74@hotmail.com,2021-09-23,60070,,55,False
dc76572c-afac-423a-8bfd-e9d257f1cd16,Allen White,,2022-01-17,,HR,49,True
02cbb5ce-d530-4e86-b3eb-8d4bccd84698,Kathryn Bowen,durhamjames@gmail.com,2025-08-26,74120,Sales,70,False
1c74aa89-1120-45c8-b6c8-e0871a1fbbd7,Brian Wells,michael98@gmail.com,2022-08-18,121665,Sales,61,True
49dac8a4-3692-40a8-9aca-5e7069ce20b4,Brian Martinez,,2024-05-20,55392, Support ,67,True
d67dec54-3956-40fc-9c94-c1636b6c526f,Christopher Harvey,austinstephen@yahoo.com,2024-11-02,119147,Sales,47,True
fa2e8626-fa4d-4235-8126-508d5fc7b3e7,Stacy Higgins,sotokristine@hotmail.com,2024-08-19,30947,Sales,59,True
2dcb9bd0-4ef7-4ed6-9be5-44a6d278b91d,Cathy Yu,michael17@yahoo.com,2021-04-10,120848,Sales,19,False
f32e8ae9-6e76-43a1-84bd-bcab9cae20f7,Elizabeth Matthews,claudia15@yahoo.com,2024-02-13,107579,HR,38,True
ba1972d5-7a6b-48ac-bf2c-ec88a4f5208b,Regina Cook,angela74@yahoo.com,2022-05-28,134365,Engineering,38,False
c2924e77-6579-484c-950e-1812f8e1e258,BRIANNA JONES,rachelramirez@yahoo.com,12-Jul-2021,$30546, Sales ,61,False
94b6296a-ad9d-42f1-9149-f20256070b60,William Bryant,caitlin89@hotmail.com,2022-05-03,81492,HR,43,True
5de3119d-0145-4f8c-af68-a535377c6a7d,nina fox,jamesdeleon@gmail.com,28-May-2024,$76713, Support ,-5,False
7b1a3d28-d2a9-4af4-820d-cb64d5e3a510,Dale Bryant,sheliacooper@gmail.com,2024-11-14,115381,Support,30,False
e1e3a668-e60f-4b46-80de-5190f8942992,Crystal Sutton,cohensamantha@hotmail.com,2025-09-22,57156,Support,66,True
08986efb-b8c7-4a71-9ba8-c6f90b3817e9,Madeline Hernandez,chadpatterson@gmail.com,2021-07-15,72033,Engineering,40,True
871b8a23-55ca-47b0-b539-8fe9da65d1ea,Amber Jacobson,katelyngarcia@yahoo.com,2022-07-03,90518, Support ,26,True
6e87f8c9-e2b9-4aa6-9d87-7e308a6e3050,Stacey Thompson,william53@gmail.com,2023-03-29,85646,Marketing,26,False
f2386231-97c3-4500-8972-de1e09e19f50,Tyler Romero,latoya70@hotmail.com,2023-12-13,129282,HR,35,True
